0.0,0.0,0.0,E
0.0,0.0,0.0,E
0.0,0.0,0.0,E
0.0,0.0,0.0,E
0.0,0.0,0.0,E
0.0,0.0,0.0,E
0.0,0.0,0.0,E
0.0,0.0,0.0,E
0.0,0.0,0.0,F
0.0,0.0,0.0,F
0.0,0.0,0.0,F
0.0,0.0,0.0,F
0.0,0.0,0.0,F
0.0,0.0,0.0,E
0.0,0.0,0.0,E
0.0,0.0,0.0,F
0.0,0.0,0.0,F
0.0,0.0,0.0,F
0.0,0.0,0.0,F
0.0,0.0,0.0,F
0.0,0.0,0.0,E
0.0,0.0,0.0,E
0.0,0.0,0.0,F
0.0,0.0,0.0,F
0.0,0.0,0.5,F
0.0,0.0,0.0,F
0.0,0.0,0.0,F
0.0,0.0,0.0,E
0.0,0.0,0.0,E
0.0,0.0,0.0,F
0.0,0.0,0.0,F
0.0,0.0,0.0,F
0.0,0.0,0.0,F
0.0,0.0,0.0,F
0.0,0.0,0.0,E
0.0,0.0,0.0,E
0.0,0.0,0.0,F
0.0,0.0,0.0,F
0.0,0.0,0.0,F
0.0,0.0,0.0,F
0.0,0.0,0.0,F
0.0,0.0,0.0,E
0.0,0.0,0.0,E
0.0,0.0,0.0,E
0.0,0.0,0.0,E
0.0,0.0,0.0,E
0.0,0.0,0.0,E
0.0,0.0,0.0,E
0.0,0.0,0.0,E
0.0,0.0,0.0,E
